"","state","contest_date","name","date","market_close","market_volume","poll_estimate","poll_trend_adjusted","date_dropped"
"5540","New Hampshire",2020-02-11,"Amy Klobuchar",2019-12-06,0.03,766,0.02740759,0.0275,2020-03-02
"5541","New Hampshire",2020-02-11,"Andrew Yang",2019-12-06,0.05,447,0.03438452,0.0352,2020-02-11
"5542","New Hampshire",2020-02-11,"Pete Buttigieg",2019-12-06,0.27,3671,0.1745274,0.184,2020-03-01
"5543","New Hampshire",2020-02-11,"Tulsi Gabbard",2019-12-06,0.02,501,0.05147425,0.0507,2020-03-19
"5544","New Hampshire",2020-02-11,"Michael Bloomberg",2019-12-06,0.01,0,0.01198909,0.0276,2020-03-04
"5545","New Hampshire",2020-02-11,"Deval Patrick",2019-12-06,0.01,0,0.005853803,0.0064,2020-02-12
"5546","New Hampshire",2020-02-11,"Joe Biden",2019-12-07,0.14,343,0.1513728,0.1478,NA
"5547","New Hampshire",2020-02-11,"Bernie Sanders",2019-12-07,0.42,6446,0.1853206,0.1861,2020-04-08
"5548","New Hampshire",2020-02-11,"Elizabeth Warren",2019-12-07,0.16,3183,0.1518588,0.1313,2020-03-05
"5549","New Hampshire",2020-02-11,"Amy Klobuchar",2019-12-07,0.03,1908,0.02740759,0.0275,2020-03-02
"5550","New Hampshire",2020-02-11,"Andrew Yang",2019-12-07,0.05,731,0.03438452,0.0352,2020-02-11
"5551","New Hampshire",2020-02-11,"Pete Buttigieg",2019-12-07,0.27,3229,0.1745274,0.184,2020-03-01
"5552","New Hampshire",2020-02-11,"Tulsi Gabbard",2019-12-07,0.02,709,0.05147425,0.0507,2020-03-19
"5553","New Hampshire",2020-02-11,"Michael Bloomberg",2019-12-07,0.01,15049,0.01198909,0.0276,2020-03-04
"5554","New Hampshire",2020-02-11,"Deval Patrick",2019-12-07,0.01,0,0.005853803,0.0064,2020-02-12
"5555","New Hampshire",2020-02-11,"Joe Biden",2019-12-08,0.13,282,0.1513728,0.1478,NA
"5556","New Hampshire",2020-02-11,"Bernie Sanders",2019-12-08,0.42,2862,0.1853206,0.1861,2020-04-08
"5557","New Hampshire",2020-02-11,"Elizabeth Warren",2019-12-08,0.14,2245,0.1518588,0.1313,2020-03-05
"5558","New Hampshire",2020-02-11,"Amy Klobuchar",2019-12-08,0.03,507,0.02740759,0.0275,2020-03-02
"5559","New Hampshire",2020-02-11,"Andrew Yang",2019-12-08,0.05,6602,0.03438452,0.0352,2020-02-11
"5560","New Hampshire",2020-02-11,"Pete Buttigieg",2019-12-08,0.28,640,0.1745274,0.184,2020-03-01
"5561","New Hampshire",2020-02-11,"Tulsi Gabbard",2019-12-08,0.03,1979,0.05147425,0.0507,2020-03-19
"5562","New Hampshire",2020-02-11,"Michael Bloomberg",2019-12-08,0.01,45,0.01198909,0.0276,2020-03-04
"5563","New Hampshire",2020-02-11,"Deval Patrick",2019-12-08,0.01,9999,0.005853803,0.0064,2020-02-12
"5564","New Hampshire",2020-02-11,"Joe Biden",2019-12-09,0.13,629,0.1513868,0.1486,NA
"5565","New Hampshire",2020-02-11,"Bernie Sanders",2019-12-09,0.45,3804,0.1855872,0.1878,2020-04-08
"5566","New Hampshire",2020-02-11,"Elizabeth Warren",2019-12-09,0.15,3923,0.1519698,0.1324,2020-03-05
"5567","New Hampshire",2020-02-11,"Amy Klobuchar",2019-12-09,0.03,236,0.02751045,0.0283,2020-03-02
"5568","New Hampshire",2020-02-11,"Andrew Yang",2019-12-09,0.06,2429,0.03436898,0.0362,2020-02-11
"5569","New Hampshire",2020-02-11,"Pete Buttigieg",2019-12-09,0.27,1755,0.1744056,0.1824,2020-03-01
"5570","New Hampshire",2020-02-11,"Tulsi Gabbard",2019-12-09,0.03,499,0.0513669,0.048,2020-03-19
"5571","New Hampshire",2020-02-11,"Michael Bloomberg",2019-12-09,0.01,0,0.01240324,0.0293,2020-03-04
"5572","New Hampshire",2020-02-11,"Deval Patrick",2019-12-09,0.01,0,0.005827326,0.0058,2020-02-12
"5573","New Hampshire",2020-02-11,"Joe Biden",2019-12-10,0.13,7377,0.1591077,0.1583,NA
"5574","New Hampshire",2020-02-11,"Bernie Sanders",2019-12-10,0.47,9766,0.1725797,0.1728,2020-04-08
"5575","New Hampshire",2020-02-11,"Elizabeth Warren",2019-12-10,0.16,13068,0.1448753,0.1319,2020-03-05
"5576","New Hampshire",2020-02-11,"Amy Klobuchar",2019-12-10,0.04,10114,0.02616691,0.0276,2020-03-02
"5577","New Hampshire",2020-02-11,"Andrew Yang",2019-12-10,0.05,3629,0.03827808,0.0396,2020-02-11
"5578","New Hampshire",2020-02-11,"Pete Buttigieg",2019-12-10,0.24,4908,0.1739277,0.1806,2020-03-01
"5579","New Hampshire",2020-02-11,"Tulsi Gabbard",2019-12-10,0.02,9203,0.04909979,0.0481,2020-03-19
"5580","New Hampshire",2020-02-11,"Michael Bloomberg",2019-12-10,0.01,2495,0.01538018,0.0269,2020-03-04
"5581","New Hampshire",2020-02-11,"Deval Patrick",2019-12-10,0.01,0,0.002102923,0.0014,2020-02-12
"5582","New Hampshire",2020-02-11,"Joe Biden",2019-12-11,0.14,9032,0.159102,0.1579,NA
"5583","New Hampshire",2020-02-11,"Bernie Sanders",2019-12-11,0.43,9188,0.1725822,0.1728,2020-04-08
"5584","New Hampshire",2020-02-11,"Elizabeth Warren",2019-12-11,0.13,7602,0.1448442,0.1323,2020-03-05
"5585","New Hampshire",2020-02-11,"Amy Klobuchar",2019-12-11,0.03,3852,0.02616925,0.0276,2020-03-02
"5586","New Hampshire",2020-02-11,"Andrew Yang",2019-12-11,0.06,2094,0.03827586,0.0395,2020-02-11
"5587","New Hampshire",2020-02-11,"Pete Buttigieg",2019-12-11,0.25,7462,0.1739251,0.1814,2020-03-01
"5588","New Hampshire",2020-02-11,"Tulsi Gabbard",2019-12-11,0.02,2035,0.04909195,0.0489,2020-03-19
"5589","New Hampshire",2020-02-11,"Michael Bloomberg",2019-12-11,0.01,1,0.01546315,0.0281,2020-03-04
"5590","New Hampshire",2020-02-11,"Deval Patrick",2019-12-11,0.01,0,0.002099979,7e-04,2020-02-12
"5591","New Hampshire",2020-02-11,"Joe Biden",2019-12-12,0.15,4167,0.1590862,0.1579,NA
"5592","New Hampshire",2020-02-11,"Bernie Sanders",2019-12-12,0.43,2398,0.1725879,0.1728,2020-04-08
"5593","New Hampshire",2020-02-11,"Elizabeth Warren",2019-12-12,0.14,2018,0.1448579,0.1323,2020-03-05
"5594","New Hampshire",2020-02-11,"Amy Klobuchar",2019-12-12,0.03,1790,0.02617143,0.0276,2020-03-02
"5595","New Hampshire",2020-02-11,"Andrew Yang",2019-12-12,0.05,5585,0.03827443,0.0395,2020-02-11
"5596","New Hampshire",2020-02-11,"Pete Buttigieg",2019-12-12,0.24,2033,0.1739145,0.1814,2020-03-01
"5597","New Hampshire",2020-02-11,"Tulsi Gabbard",2019-12-12,0.01,939,0.04909309,0.0489,2020-03-19
"5598","New Hampshire",2020-02-11,"Michael Bloomberg",2019-12-12,0.01,0,0.01554101,0.0282,2020-03-04
"5599","New Hampshire",2020-02-11,"Deval Patrick",2019-12-12,0.01,0,0.002098754,7e-04,2020-02-12
"5600","New Hampshire",2020-02-11,"Joe Biden",2019-12-13,0.16,4105,0.1590862,0.1579,NA
"5601","New Hampshire",2020-02-11,"Bernie Sanders",2019-12-13,0.43,999,0.1725879,0.1728,2020-04-08
"5602","New Hampshire",2020-02-11,"Elizabeth Warren",2019-12-13,0.13,151,0.1448579,0.1323,2020-03-05
"5603","New Hampshire",2020-02-11,"Amy Klobuchar",2019-12-13,0.03,879,0.02617143,0.0276,2020-03-02
"5604","New Hampshire",2020-02-11,"Andrew Yang",2019-12-13,0.05,100,0.03827443,0.0395,2020-02-11
"5605","New Hampshire",2020-02-11,"Pete Buttigieg",2019-12-13,0.23,1193,0.1739145,0.1814,2020-03-01
"5606","New Hampshire",2020-02-11,"Tulsi Gabbard",2019-12-13,0.01,3664,0.04909309,0.0489,2020-03-19
"5607","New Hampshire",2020-02-11,"Michael Bloomberg",2019-12-13,0.01,0,0.01554101,0.0282,2020-03-04
"5608","New Hampshire",2020-02-11,"Deval Patrick",2019-12-13,0.01,0,0.002098754,7e-04,2020-02-12
"5609","New Hampshire",2020-02-11,"Joe Biden",2019-12-14,0.16,2800,0.1590862,0.1579,NA
"5610","New Hampshire",2020-02-11,"Bernie Sanders",2019-12-14,0.43,3219,0.1725879,0.1728,2020-04-08
"5611","New Hampshire",2020-02-11,"Elizabeth Warren",2019-12-14,0.15,4026,0.1448579,0.1323,2020-03-05
"5612","New Hampshire",2020-02-11,"Amy Klobuchar",2019-12-14,0.03,5336,0.02617143,0.0276,2020-03-02
"5613","New Hampshire",2020-02-11,"Andrew Yang",2019-12-14,0.04,331,0.03827443,0.0395,2020-02-11
"5614","New Hampshire",2020-02-11,"Pete Buttigieg",2019-12-14,0.24,1487,0.1739145,0.1814,2020-03-01
"5615","New Hampshire",2020-02-11,"Tulsi Gabbard",2019-12-14,0.01,329,0.04909309,0.0489,2020-03-19
"5616","New Hampshire",2020-02-11,"Michael Bloomberg",2019-12-14,0.01,0,0.01554101,0.0282,2020-03-04
"5617","New Hampshire",2020-02-11,"Deval Patrick",2019-12-14,0.01,0,0.002098754,7e-04,2020-02-12
"5618","New Hampshire",2020-02-11,"Joe Biden",2019-12-15,0.15,1824,0.1591214,0.1589,NA
"5619","New Hampshire",2020-02-11,"Bernie Sanders",2019-12-15,0.44,1058,0.1726536,0.1737,2020-04-08
"5620","New Hampshire",2020-02-11,"Elizabeth Warren",2019-12-15,0.14,7765,0.1448446,0.1313,2020-03-05
"5621","New Hampshire",2020-02-11,"Amy Klobuchar",2019-12-15,0.03,154,0.02621972,0.0289,2020-03-02
"5622","New Hampshire",2020-02-11,"Andrew Yang",2019-12-15,0.05,258,0.03826473,0.0394,2020-02-11
"5623","New Hampshire",2020-02-11,"Pete Buttigieg",2019-12-15,0.23,830,0.1738576,0.1799,2020-03-01
"5624","New Hampshire",2020-02-11,"Tulsi Gabbard",2019-12-15,0.02,5122,0.04913616,0.0497,2020-03-19
"5625","New Hampshire",2020-02-11,"Michael Bloomberg",2019-12-15,0.01,0,0.01561184,0.0283,2020-03-04
"5626","New Hampshire",2020-02-11,"Deval Patrick",2019-12-15,0.01,0,0.002085393,2e-04,2020-02-12
"5627","New Hampshire",2020-02-11,"Joe Biden",2019-12-16,0.16,1051,0.1592939,0.1576,NA
"5628","New Hampshire",2020-02-11,"Bernie Sanders",2019-12-16,0.43,3239,0.1730173,0.1747,2020-04-08
"5629","New Hampshire",2020-02-11,"Elizabeth Warren",2019-12-16,0.15,191,0.1449708,0.1318,2020-03-05
"5630","New Hampshire",2020-02-11,"Amy Klobuchar",2019-12-16,0.03,20,0.02602208,0.03,2020-03-02
"5631","New Hampshire",2020-02-11,"Andrew Yang",2019-12-16,0.05,1470,0.03860375,0.0402,2020-02-11
"5632","New Hampshire",2020-02-11,"Pete Buttigieg",2019-12-16,0.22,2374,0.1743771,0.1812,2020-03-01
"5633","New Hampshire",2020-02-11,"Tulsi Gabbard",2019-12-16,0.02,31,0.04940063,0.0483,2020-03-19
"5634","New Hampshire",2020-02-11,"Michael Bloomberg",2019-12-16,0.01,0,0.01590582,0.0313,2020-03-04
"5635","New Hampshire",2020-02-11,"Deval Patrick",2019-12-16,0.01,0,0.002276562,0,2020-02-12
"5636","New Hampshire",2020-02-11,"Joe Biden",2019-12-17,0.15,952,0.1589635,0.1598,NA
"5637","New Hampshire",2020-02-11,"Bernie Sanders",2019-12-17,0.43,1003,0.1728533,0.1786,2020-04-08
"5638","New Hampshire",2020-02-11,"Elizabeth Warren",2019-12-17,0.15,148,0.145194,0.1294,2020-03-05
"5639","New Hampshire",2020-02-11,"Amy Klobuchar",2019-12-17,0.04,86,0.0260687,0.0299,2020-03-02
"5640","New Hampshire",2020-02-11,"Andrew Yang",2019-12-17,0.04,84,0.03843433,0.042,2020-02-11
"5641","New Hampshire",2020-02-11,"Pete Buttigieg",2019-12-17,0.21,629,0.1746205,0.1802,2020-03-01
"5642","New Hampshire",2020-02-11,"Tulsi Gabbard",2019-12-17,0.01,17049,0.04915272,0.05,2020-03-19
"5643","New Hampshire",2020-02-11,"Michael Bloomberg",2019-12-17,0.01,1327,0.01666673,0.0305,2020-03-04
"5644","New Hampshire",2020-02-11,"Deval Patrick",2019-12-17,0.01,2,0.002334795,0,2020-02-12
"5645","New Hampshire",2020-02-11,"Joe Biden",2019-12-18,0.16,6550,0.1590564,0.1624,NA
"5646","New Hampshire",2020-02-11,"Bernie Sanders",2019-12-18,0.45,1520,0.1727506,0.1761,2020-04-08
"5647","New Hampshire",2020-02-11,"Elizabeth Warren",2019-12-18,0.15,2108,0.1452679,0.1305,2020-03-05
"5648","New Hampshire",2020-02-11,"Amy Klobuchar",2019-12-18,0.04,1428,0.0260712,0.0303,2020-03-02
"5649","New Hampshire",2020-02-11,"Andrew Yang",2019-12-18,0.03,4195,0.03841101,0.0411,2020-02-11
"5650","New Hampshire",2020-02-11,"Pete Buttigieg",2019-12-18,0.22,3422,0.1745124,0.1763,2020-03-01
"5651","New Hampshire",2020-02-11,"Tulsi Gabbard",2019-12-18,0.01,1780,0.04915284,0.0502,2020-03-19
"5652","New Hampshire",2020-02-11,"Michael Bloomberg",2019-12-18,0.01,2042,0.01679992,0.03,2020-03-04
"5653","New Hampshire",2020-02-11,"Deval Patrick",2019-12-18,0.01,8,0.002376184,0,2020-02-12
"5654","New Hampshire",2020-02-11,"Joe Biden",2019-12-19,0.16,6419,0.1590186,0.1619,NA
"5655","New Hampshire",2020-02-11,"Bernie Sanders",2019-12-19,0.48,9988,0.1730147,0.1775,2020-04-08
"5656","New Hampshire",2020-02-11,"Elizabeth Warren",2019-12-19,0.14,6268,0.1454149,0.1329,2020-03-05
"5657","New Hampshire",2020-02-11,"Amy Klobuchar",2019-12-19,0.07,10220,0.02606381,0.0312,2020-03-02
"5658","New Hampshire",2020-02-11,"Andrew Yang",2019-12-19,0.04,1059,0.03840102,0.0406,2020-02-11
"5659","New Hampshire",2020-02-11,"Pete Buttigieg",2019-12-19,0.22,6905,0.1745093,0.1757,2020-03-01
"5660","New Hampshire",2020-02-11,"Tulsi Gabbard",2019-12-19,0.02,1972,0.04918176,0.0502,2020-03-19
"5661","New Hampshire",2020-02-11,"Michael Bloomberg",2019-12-19,0.01,0,0.01660225,0.0288,2020-03-04
"5662","New Hampshire",2020-02-11,"Deval Patrick",2019-12-19,0.01,0,0.002351483,0,2020-02-12
"5663","New Hampshire",2020-02-11,"Joe Biden",2019-12-20,0.18,5526,0.1590188,0.1621,NA
"5664","New Hampshire",2020-02-11,"Bernie Sanders",2019-12-20,0.51,7150,0.1730158,0.1777,2020-04-08
"5665","New Hampshire",2020-02-11,"Elizabeth Warren",2019-12-20,0.12,10223,0.145416,0.133,2020-03-05
"5666","New Hampshire",2020-02-11,"Amy Klobuchar",2019-12-20,0.06,5814,0.02606368,0.0311,2020-03-02
"5667","New Hampshire",2020-02-11,"Andrew Yang",2019-12-20,0.04,3536,0.03840085,0.0407,2020-02-11
"5668","New Hampshire",2020-02-11,"Pete Buttigieg",2019-12-20,0.2,4241,0.1745103,0.1754,2020-03-01
"5669","New Hampshire",2020-02-11,"Tulsi Gabbard",2019-12-20,0.01,1213,0.0491774,0.0504,2020-03-19
"5670","New Hampshire",2020-02-11,"Michael Bloomberg",2019-12-20,0.01,0,0.01683486,0.0293,2020-03-04
"5671","New Hampshire",2020-02-11,"Deval Patrick",2019-12-20,0.01,0,0.002351483,0,2020-02-12
"5672","New Hampshire",2020-02-11,"Joe Biden",2019-12-21,0.2,1039,0.1590188,0.1621,NA
"5673","New Hampshire",2020-02-11,"Bernie Sanders",2019-12-21,0.48,4525,0.1730158,0.1777,2020-04-08
"5674","New Hampshire",2020-02-11,"Elizabeth Warren",2019-12-21,0.1,4423,0.145416,0.133,2020-03-05
"5675","New Hampshire",2020-02-11,"Amy Klobuchar",2019-12-21,0.07,2203,0.02606368,0.0311,2020-03-02
"5676","New Hampshire",2020-02-11,"Andrew Yang",2019-12-21,0.04,1246,0.03840085,0.0407,2020-02-11
"5677","New Hampshire",2020-02-11,"Pete Buttigieg",2019-12-21,0.2,2013,0.1745103,0.1754,2020-03-01
"5678","New Hampshire",2020-02-11,"Tulsi Gabbard",2019-12-21,0.01,179,0.0491774,0.0504,2020-03-19
"5679","New Hampshire",2020-02-11,"Michael Bloomberg",2019-12-21,0.01,0,0.01683486,0.0293,2020-03-04
"5680","New Hampshire",2020-02-11,"Deval Patrick",2019-12-21,0.01,0,0.002351483,0,2020-02-12
"5681","New Hampshire",2020-02-11,"Joe Biden",2019-12-22,0.2,1321,0.1590188,0.1621,NA
"5682","New Hampshire",2020-02-11,"Bernie Sanders",2019-12-22,0.48,1126,0.1730158,0.1777,2020-04-08
"5683","New Hampshire",2020-02-11,"Elizabeth Warren",2019-12-22,0.11,2770,0.145416,0.133,2020-03-05
"5684","New Hampshire",2020-02-11,"Amy Klobuchar",2019-12-22,0.07,200,0.02606368,0.0311,2020-03-02
"5685","New Hampshire",2020-02-11,"Andrew Yang",2019-12-22,0.04,1138,0.03840085,0.0407,2020-02-11
"5686","New Hampshire",2020-02-11,"Pete Buttigieg",2019-12-22,0.21,804,0.1745103,0.1754,2020-03-01
"5687","New Hampshire",2020-02-11,"Tulsi Gabbard",2019-12-22,0.01,12852,0.0491774,0.0504,2020-03-19
"5688","New Hampshire",2020-02-11,"Michael Bloomberg",2019-12-22,0.01,50,0.01683486,0.0293,2020-03-04
"5689","New Hampshire",2020-02-11,"Deval Patrick",2019-12-22,0.01,9,0.002351483,0,2020-02-12
"5690","New Hampshire",2020-02-11,"Joe Biden",2019-12-23,0.19,1374,0.1668946,0.1702,NA
"5691","New Hampshire",2020-02-11,"Bernie Sanders",2019-12-23,0.48,4819,0.173145,0.1815,2020-04-08
"5692","New Hampshire",2020-02-11,"Elizabeth Warren",2019-12-23,0.1,3542,0.1587688,0.1332,2020-03-05
"5693","New Hampshire",2020-02-11,"Amy Klobuchar",2019-12-23,0.06,1977,0.02802791,0.0356,2020-03-02
"5694","New Hampshire",2020-02-11,"Andrew Yang",2019-12-23,0.05,8224,0.03703337,0.0431,2020-02-11
"5695","New Hampshire",2020-02-11,"Pete Buttigieg",2019-12-23,0.2,1879,0.1634665,0.1598,2020-03-01
"5696","New Hampshire",2020-02-11,"Tulsi Gabbard",2019-12-23,0.01,472,0.04669448,0.0491,2020-03-19
"5697","New Hampshire",2020-02-11,"Michael Bloomberg",2019-12-23,0.01,0,0.01699176,0.0349,2020-03-04
"5698","New Hampshire",2020-02-11,"Deval Patrick",2019-12-23,0.01,0,0.00328914,0,2020-02-12
"5699","New Hampshire",2020-02-11,"Joe Biden",2019-12-24,0.2,757,0.1668946,0.1702,NA
"5700","New Hampshire",2020-02-11,"Bernie Sanders",2019-12-24,0.49,965,0.173145,0.1815,2020-04-08
"5701","New Hampshire",2020-02-11,"Elizabeth Warren",2019-12-24,0.1,712,0.1587688,0.1332,2020-03-05
"5702","New Hampshire",2020-02-11,"Amy Klobuchar",2019-12-24,0.06,286,0.02802791,0.0356,2020-03-02
"5703","New Hampshire",2020-02-11,"Andrew Yang",2019-12-24,0.04,4565,0.03703337,0.0431,2020-02-11
"5704","New Hampshire",2020-02-11,"Pete Buttigieg",2019-12-24,0.2,898,0.1634665,0.1598,2020-03-01
"5705","New Hampshire",2020-02-11,"Tulsi Gabbard",2019-12-24,0.01,904,0.04669448,0.0491,2020-03-19
"5706","New Hampshire",2020-02-11,"Michael Bloomberg",2019-12-24,0.01,0,0.01699176,0.0349,2020-03-04
"5707","New Hampshire",2020-02-11,"Deval Patrick",2019-12-24,0.01,5000,0.00328914,0,2020-02-12
"5708","New Hampshire",2020-02-11,"Joe Biden",2019-12-25,0.19,1002,0.1678591,0.1731,NA
"5709","New Hampshire",2020-02-11,"Bernie Sanders",2019-12-25,0.5,2624,0.1731755,0.1799,2020-04-08
"5710","New Hampshire",2020-02-11,"Elizabeth Warren",2019-12-25,0.11,3224,0.1604318,0.1387,2020-03-05
"5711","New Hampshire",2020-02-11,"Amy Klobuchar",2019-12-25,0.07,5057,0.02825615,0.0383,2020-03-02
"5712","New Hampshire",2020-02-11,"Andrew Yang",2019-12-25,0.03,492,0.03685935,0.0423,2020-02-11
"5713","New Hampshire",2020-02-11,"Pete Buttigieg",2019-12-25,0.2,484,0.1621071,0.1561,2020-03-01
"5714","New Hampshire",2020-02-11,"Tulsi Gabbard",2019-12-25,0.01,755,0.04637228,0.049,2020-03-19
"5715","New Hampshire",2020-02-11,"Michael Bloomberg",2019-12-25,0.01,0,0.01704972,0.0326,2020-03-04
"5716","New Hampshire",2020-02-11,"Deval Patrick",2019-12-25,0.01,0,0.003408377,0,2020-02-12
"5717","New Hampshire",2020-02-11,"Joe Biden",2019-12-26,0.17,1345,0.1678591,0.1731,NA
"5718","New Hampshire",2020-02-11,"Bernie Sanders",2019-12-26,0.5,2197,0.1731755,0.1799,2020-04-08
"5719","New Hampshire",2020-02-11,"Elizabeth Warren",2019-12-26,0.12,3913,0.1604318,0.1387,2020-03-05
"5720","New Hampshire",2020-02-11,"Amy Klobuchar",2019-12-26,0.06,965,0.02825615,0.0383,2020-03-02
"5721","New Hampshire",2020-02-11,"Andrew Yang",2019-12-26,0.05,2924,0.03685935,0.0423,2020-02-11
"5722","New Hampshire",2020-02-11,"Pete Buttigieg",2019-12-26,0.2,1302,0.1621071,0.1561,2020-03-01
"5723","New Hampshire",2020-02-11,"Tulsi Gabbard",2019-12-26,0.01,0,0.04637228,0.049,2020-03-19
"5724","New Hampshire",2020-02-11,"Michael Bloomberg",2019-12-26,0.01,50,0.01704972,0.0326,2020-03-04
"5725","New Hampshire",2020-02-11,"Deval Patrick",2019-12-26,0.01,0,0.003408377,0,2020-02-12
"5726","New Hampshire",2020-02-11,"Joe Biden",2019-12-27,0.17,1125,0.1678591,0.1731,NA
"5727","New Hampshire",2020-02-11,"Bernie Sanders",2019-12-27,0.5,1801,0.1731755,0.1799,2020-04-08
"5728","New Hampshire",2020-02-11,"Elizabeth Warren",2019-12-27,0.11,3148,0.1604318,0.1387,2020-03-05
"5729","New Hampshire",2020-02-11,"Amy Klobuchar",2019-12-27,0.05,10519,0.02825615,0.0383,2020-03-02
"5730","New Hampshire",2020-02-11,"Andrew Yang",2019-12-27,0.04,2318,0.03685935,0.0423,2020-02-11
"5731","New Hampshire",2020-02-11,"Pete Buttigieg",2019-12-27,0.19,2094,0.1621071,0.1561,2020-03-01
"5732","New Hampshire",2020-02-11,"Tulsi Gabbard",2019-12-27,0.01,247,0.04637228,0.049,2020-03-19
"5733","New Hampshire",2020-02-11,"Michael Bloomberg",2019-12-27,0.01,0,0.01704972,0.0326,2020-03-04
"5734","New Hampshire",2020-02-11,"Deval Patrick",2019-12-27,0.01,0,0.003408377,0,2020-02-12
"5735","New Hampshire",2020-02-11,"Joe Biden",2019-12-28,0.16,962,0.1678591,0.1731,NA
"5736","New Hampshire",2020-02-11,"Bernie Sanders",2019-12-28,0.52,4530,0.1731755,0.1799,2020-04-08
"5737","New Hampshire",2020-02-11,"Elizabeth Warren",2019-12-28,0.11,517,0.1604318,0.1387,2020-03-05
"5738","New Hampshire",2020-02-11,"Amy Klobuchar",2019-12-28,0.06,329,0.02825615,0.0383,2020-03-02
"5739","New Hampshire",2020-02-11,"Andrew Yang",2019-12-28,0.04,931,0.03685935,0.0423,2020-02-11
"5740","New Hampshire",2020-02-11,"Pete Buttigieg",2019-12-28,0.2,1313,0.1621071,0.1561,2020-03-01
"5741","New Hampshire",2020-02-11,"Tulsi Gabbard",2019-12-28,0.01,4462,0.04637228,0.049,2020-03-19
"5742","New Hampshire",2020-02-11,"Michael Bloomberg",2019-12-28,0.01,0,0.01704972,0.0326,2020-03-04
"5743","New Hampshire",2020-02-11,"Deval Patrick",2019-12-28,0.01,0,0.003408377,0,2020-02-12
"5744","New Hampshire",2020-02-11,"Joe Biden",2019-12-29,0.16,12,0.1678591,0.1731,NA
"5745","New Hampshire",2020-02-11,"Bernie Sanders",2019-12-29,0.52,2281,0.1731755,0.1799,2020-04-08
"5746","New Hampshire",2020-02-11,"Elizabeth Warren",2019-12-29,0.11,231,0.1604318,0.1387,2020-03-05
"5747","New Hampshire",2020-02-11,"Amy Klobuchar",2019-12-29,0.05,562,0.02825615,0.0383,2020-03-02
"5748","New Hampshire",2020-02-11,"Andrew Yang",2019-12-29,0.06,4492,0.03685935,0.0423,2020-02-11
"5749","New Hampshire",2020-02-11,"Pete Buttigieg",2019-12-29,0.21,340,0.1621071,0.1561,2020-03-01
"5750","New Hampshire",2020-02-11,"Tulsi Gabbard",2019-12-29,0.01,587,0.04637228,0.049,2020-03-19
"5751","New Hampshire",2020-02-11,"Michael Bloomberg",2019-12-29,0.01,0,0.01704972,0.0326,2020-03-04
"5752","New Hampshire",2020-02-11,"Deval Patrick",2019-12-29,0.01,0,0.003408377,0,2020-02-12
"5753","New Hampshire",2020-02-11,"Joe Biden",2019-12-30,0.18,4386,0.1710774,0.1838,NA
"5754","New Hampshire",2020-02-11,"Bernie Sanders",2019-12-30,0.51,5995,0.1732551,0.1824,2020-04-08
"5755","New Hampshire",2020-02-11,"Elizabeth Warren",2019-12-30,0.11,3852,0.1658449,0.1426,2020-03-05
"5756","New Hampshire",2020-02-11,"Amy Klobuchar",2019-12-30,0.05,4540,0.02905094,0.0417,2020-03-02
"5757","New Hampshire",2020-02-11,"Andrew Yang",2019-12-30,0.04,2404,0.03629619,0.041,2020-02-11
"5758","New Hampshire",2020-02-11,"Pete Buttigieg",2019-12-30,0.21,3111,0.1576733,0.1462,2020-03-01
"5759","New Hampshire",2020-02-11,"Tulsi Gabbard",2019-12-30,0.01,3952,0.04533739,0.0471,2020-03-19
"5760","New Hampshire",2020-02-11,"Michael Bloomberg",2019-12-30,0.01,3,0.01713527,0.0349,2020-03-04
"5761","New Hampshire",2020-02-11,"Deval Patrick",2019-12-30,0.01,0,0.003828023,0,2020-02-12
"5762","New Hampshire",2020-02-11,"Joe Biden",2019-12-31,0.17,1517,0.1710774,0.1838,NA
"5763","New Hampshire",2020-02-11,"Bernie Sanders",2019-12-31,0.51,3671,0.1732551,0.1824,2020-04-08
"5764","New Hampshire",2020-02-11,"Elizabeth Warren",2019-12-31,0.11,4857,0.1658449,0.1426,2020-03-05
"5765","New Hampshire",2020-02-11,"Amy Klobuchar",2019-12-31,0.04,1934,0.02905094,0.0417,2020-03-02
"5766","New Hampshire",2020-02-11,"Andrew Yang",2019-12-31,0.04,2046,0.03629619,0.041,2020-02-11
"5767","New Hampshire",2020-02-11,"Pete Buttigieg",2019-12-31,0.2,5429,0.1576733,0.1462,2020-03-01
"5768","New Hampshire",2020-02-11,"Tulsi Gabbard",2019-12-31,0.01,1999,0.04533739,0.0471,2020-03-19
"5769","New Hampshire",2020-02-11,"Michael Bloomberg",2019-12-31,0.01,0,0.01713527,0.0349,2020-03-04
"5770","New Hampshire",2020-02-11,"Deval Patrick",2019-12-31,0.01,0,0.003828023,0,2020-02-12
"5771","New Hampshire",2020-02-11,"Joe Biden",2020-01-01,0.17,1043,0.170743,0.1826,NA
"5772","New Hampshire",2020-02-11,"Bernie Sanders",2020-01-01,0.5,3323,0.173226,0.183,2020-04-08
"5773","New Hampshire",2020-02-11,"Elizabeth Warren",2020-01-01,0.12,1450,0.1653281,0.1439,2020-03-05
"5774","New Hampshire",2020-02-11,"Amy Klobuchar",2020-01-01,0.04,1099,0.02896082,0.0416,2020-03-02
"5775","New Hampshire",2020-02-11,"Andrew Yang",2020-01-01,0.04,8539,0.03634898,0.0411,2020-02-11
